"rowid","content","content_clean","label","hashtags_count","mentions_count","url_count","content_length","vocab_richness","n_capital_letters","n_punctuation_marks","n_curses","unique_words","total_words","numbers_count","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive","afinn_sentiment","verbs","adjectives","nouns"
4192,"when can you drive?(:","when can you drive","0",0,0,0,21,1,0,3,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4193,"When caught early  the embryo isn&;t much different than a guy blowing his load  &amp; killing all those sperm that could have been innocent babies. It&;s not a life  embryos are not human. Although many innocent lives are taken through war  it&;s sickening.","when caught early the embryo isnt much different than a guy blowing his load amp killing all those sperm that could have been innocent babies its not a life embryos are not human although many innocent lives are taken through war its sickening","1",0,0,0,258,0.906976744186046,3,11,0,38,43,0,2,0,1,3,0,2,0,1,3,1,-5,5,6,10
4194,"When did you last receive a text message?","when did you last receive a text message","0",0,0,0,41,1,1,1,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
4195,"When does school start for you? Mine starts Aug. 19th &quot;/","when does school start for you mine starts aug th quot","0",0,0,0,61,1,3,5,0,11,11,0,0,1,0,0,0,0,0,1,0,0,0,2,0,4
4196,"when ever you go to google translate  DONT USE IT!!! trust me....","when ever you go to google translate dont use it trust me","0",0,0,0,65,1,3,7,0,12,12,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0
4197,"when i was young  i used to hate terry preichet!because i compared him to tolkien... pretty dumb in hindsight!","when i was young i used to hate terry preichetbecause i compared him to tolkien pretty dumb in hindsight","0",0,0,0,110,0.842105263157895,0,5,0,16,19,0,1,2,1,1,2,1,1,1,2,2,-5,4,2,2
4198,"When is the last time you cried?","when is the last time you cried","0",0,0,0,32,1,1,1,0,7,7,0,0,1,0,0,0,0,0,0,0,0,-2,1,1,1
4199,"When people try to make you jealous does it make you mad?","when people try to make you jealous does it make you mad","0",0,0,0,57,0.833333333333333,1,1,0,10,12,0,2,0,2,1,0,1,0,0,2,0,-5,3,2,1
4200,"When someone says that something&quot;just&quot;happened  what is the time period That comes to mind?","when someone says that somethingquotjustquothappened what is the time period that comes to mind","0",0,0,0,101,1,2,5,0,13,14,0,0,1,0,0,0,0,0,0,0,0,0,4,0,2
4201,"When was the first time that you had beer?","when was the first time that you had beer","0",0,0,0,42,1,1,1,0,9,9,0,0,1,0,0,1,0,0,0,0,1,0,1,1,2
4202,"when was the last gift you received?","when was the last gift you received","0",0,0,0,36,1,0,1,0,7,7,0,0,1,0,0,1,0,1,0,0,2,2,1,1,1
4203,"When was the last time something slipped out of your mouth? (WORD WISE.)","when was the last time something slipped out of your mouth word wise","0",0,0,0,72,1,3,4,0,13,13,0,0,1,0,0,0,0,1,1,0,2,0,1,1,3
4204,"When was the last time you completely broke down?","when was the last time you completely broke down","0",0,0,0,49,1,1,1,0,9,9,0,0,1,0,1,0,1,0,0,1,1,-1,1,1,1
4205,"when was the last time you cried so hard?","when was the last time you cried so hard","0",0,0,0,41,1,0,1,0,9,9,0,0,1,0,0,0,0,0,0,0,0,-3,1,1,1
4206,"When was the last time you flipped someone the bird?","when was the last time you flipped someone the bird","0",0,0,0,52,0.9,1,1,0,9,10,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2
4207,"When was the last time you gave flowers?","when was the last time you gave flowers","0",0,0,0,40,1,1,1,0,8,8,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2
4208,"When was the last time you received flowers?","when was the last time you received flowers","0",0,0,0,44,1,1,1,0,8,8,0,0,1,0,0,0,0,0,0,0,1,0,1,1,2
4209,"When was the last time you slept on the floor?","when was the last time you slept on the floor","0",0,0,0,46,0.9,1,1,0,9,10,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2
4210,"When was the last time you thought; what am I doing here?","when was the last time you thought what am i doing here","0",0,0,0,57,1,2,2,0,12,12,0,0,2,0,0,0,0,0,0,0,0,0,2,1,1
4211,"When was the last time you went to the beach? Where did you go?","when was the last time you went to the beach where did you go","0",0,0,0,63,0.857142857142857,2,2,0,12,14,0,0,1,0,0,1,0,0,0,0,0,0,2,1,2
4212,"When was the last time you went to the beach?r","when was the last time you went to the beachr","0",0,0,0,46,0.9,1,1,0,9,10,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2
4213,"When was the last time you went to the circus?","when was the last time you went to the circus","0",0,0,0,46,0.9,1,1,0,9,10,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2
4214,"When was the last time you were at the doctor? Why?","when was the last time you were at the doctor why","0",0,0,0,51,0.909090909090909,2,2,0,10,11,0,0,1,0,0,0,0,0,1,0,1,0,0,1,2
4215,"when was the last time you were disgusted by somebody elses behaviour and what did they do?","when was the last time you were disgusted by somebody elses behaviour and what did they do","0",0,0,0,91,1,0,1,0,17,17,0,0,1,0,0,0,0,0,0,0,0,-3,3,1,2
4216,"When was the last time your inbox was empty? Lol do you remember what an empty inbox likes","when was the last time your inbox was empty lol do you remember what an empty inbox likes","0",0,0,0,90,0.888888888888889,2,1,0,15,18,0,0,1,0,0,0,0,0,0,0,0,3,1,3,4
4217,"When was your last plane ride?","when was your last plane ride","0",0,0,0,30,1,1,1,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
4218,"When you die  would you rather be burried or cremated? why?","when you die would you rather be burried or cremated why","0",0,0,0,59,0.909090909090909,1,2,0,10,11,0,0,0,0,1,0,1,0,0,1,0,-3,3,0,0
4219,"When you drop your phone  Do you get scared it broke? I do >.<","when you drop your phone do you get scared it broke i do","0",0,0,0,62,0.928571428571429,3,2,0,11,13,0,0,0,0,1,0,1,0,0,1,0,-4,4,1,1
4220,"When you hear people arguing what do you normally do?","when you hear people arguing what do you normally do","0",0,0,0,53,0.9,1,1,0,8,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1
4221,"When you looked at yourself in the mirror today  what was the first thing you thought?","when you looked at yourself in the mirror today what was the first thing you thought","0",0,0,0,86,0.875,1,1,0,14,16,0,0,1,0,0,0,0,0,0,0,0,0,2,1,3
4222,"When you packing your stuff to leave and go somewhere for awhile  what is the first thing you make sure you have?","when you packing your stuff to leave and go somewhere for awhile what is the first thing you make sure you have","0",0,0,0,113,0.909090909090909,1,1,0,20,22,0,0,0,0,0,0,1,1,0,1,0,-1,5,2,2
4223,"When you say you don&;t care  do you mean it?","when you say you dont care do you mean it","0",0,0,0,45,0.8,1,3,0,8,10,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0
4224,"When you were a kid  what did you want to be when you grew up?","when you were a kid what did you want to be when you grew up","0",0,0,0,62,0.866666666666667,1,1,0,12,15,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1
4225,"When you were little  what did you want to be when you grew up?","when you were little what did you want to be when you grew up","0",0,0,0,63,0.857142857142857,1,1,0,11,14,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0
4226,"When you were little did you ever ask your parents to buy you an umbrella rainbow hat? i did haha!!!","when you were little did you ever ask your parents to buy you an umbrella rainbow hat i did haha","0",0,0,0,100,0.85,1,4,0,17,20,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2
4227,"When&;s the last time you&;ve been sledding?","whens the last time youve been sledding","0",0,0,0,44,1,1,5,0,7,7,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1
4228,"Where are ya From??=)","where are ya from","0",0,0,0,21,1,2,3,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4229,"where are you from thn ?","where are you from thn","0",0,0,0,24,1,0,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4230,"Where did you lay down last at?","where did you lay down last at","0",0,0,0,31,1,1,1,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4231,"Where did you learn how to drive? I learned in the freeway lol i was paranoid as fuck!!!","where did you learn how to drive i learned in the freeway lol i was paranoid as fuck","0",0,0,0,88,1,2,4,0,17,18,0,0,0,0,0,0,0,0,0,0,1,-1,4,1,1
4232,"Where do you buy your groceries from?","where do you buy your groceries from","0",0,0,0,37,1,1,1,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
4233,"Where do you wish to live?","where do you wish to live","0",0,0,0,26,1,1,1,0,6,6,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
4234,"Where does most of your family live?","where does most of your family live","0",0,0,0,36,1,1,1,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
4235,"Where does the toetag go on a dead person if they don&;t have toes?","where does the toetag go on a dead person if they dont have toes","0",0,0,0,67,1,1,3,0,14,14,0,0,0,0,0,0,0,0,0,0,0,-3,2,1,3
4236,"where in ohio are you from?","where in ohio are you from","0",0,0,0,27,1,0,1,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4237,"where in the World do you live ?? I am in Wyoming in the States","where in the world do you live i am in wyoming in the states","0",0,0,0,63,0.8,4,2,0,11,14,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
4238,"where is Old Zealand?","where is old zealand","0",0,0,0,21,1,2,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
4239,"Where is your biological mother right now?","where is your biological mother right now","0",0,0,0,42,1,1,1,0,7,7,0,0,1,0,0,1,1,0,1,1,1,0,0,1,1
4240,"Where were you born?","where were you born","0",0,0,0,20,1,1,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4241,"Where would you bury hidden treasure if you had some?","where would you bury hidden treasure if you had some","0",0,0,0,53,0.9,1,1,0,9,10,0,0,1,0,0,1,1,0,1,1,1,2,2,1,1
4242,"Where would you like to spend your retirement?","where would you like to spend your retirement","0",0,0,0,46,1,1,1,0,8,8,0,0,1,0,1,1,1,0,1,1,1,2,2,0,1
4243,"where would you most like to live?","where would you most like to live","0",0,0,0,34,1,0,1,0,7,7,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
4244,"Where you do want to grow old?","where you do want to grow old","0",0,0,0,30,1,1,1,0,7,7,0,0,1,0,0,1,0,0,1,0,1,1,2,1,0
4245,"where you from??","where you from","0",0,0,0,16,1,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4246,"Where&;d you find out about formspring.me?","whered you find out about formspringme","0",0,0,0,42,1,1,4,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
4247,"Where&;s your favorite place to buy clothes?","wheres your favorite place to buy clothes","0",0,0,0,44,1,1,3,0,7,7,0,0,0,0,0,1,0,0,1,0,1,2,1,1,2
4248,"which celebrity do you think  is the most overrated?","which celebrity do you think is the most overrated","0",0,0,0,52,1,0,1,0,9,9,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1
4249,"which do you think is stronger: love or happiness?","which do you think is stronger love or happiness","0",0,0,0,50,1,0,2,0,9,9,0,0,1,0,0,2,0,0,0,0,2,8,2,1,2
4250,"Which do you use more  your computer or your mobile phone","which do you use more your computer or your mobile phone","0",0,0,0,57,0.909090909090909,1,0,0,10,11,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2
4251,"Which is more appealing to you?  Sun  moon  or stars?","which is more appealing to you sun moon or stars","0",0,0,0,53,1,2,2,0,10,10,0,0,1,0,0,1,0,1,1,0,1,0,0,1,3
4252,"Which is the song that makes you cry?","which is the song that makes you cry","0",0,0,0,37,1,1,1,0,8,8,0,0,0,0,0,0,1,0,0,1,0,-1,2,0,1
4253,"Which is your favorite day of the week? why?","which is your favorite day of the week why","0",0,0,0,44,1,1,2,0,9,9,0,0,0,0,0,1,0,0,1,0,1,2,0,1,2
4254,"which year was your favoroute school year... i know its not this year cause you had taylor in your class!but it still could be this year...","which year was your favoroute school year i know its not this year cause you had taylor in your classbut it still could be this year","0",0,0,0,139,0.846153846153846,0,7,0,21,26,0,0,0,0,0,0,0,0,1,0,0,0,2,1,6
4255,"Who and when was your first kiss?","who and when was your first kiss","0",0,0,0,33,1,1,1,0,7,7,0,0,1,0,0,1,0,1,0,0,1,2,0,1,1
4256,"Who are you???????????????????????????","who are you","0",0,0,0,38,1,1,27,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4257,"who d you like","who d you like","0",0,0,0,14,1,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
4258,"who decided to take a shit on your face?","who decided to take a shit on your face","1",0,0,0,40,1,0,1,1,9,9,0,1,0,1,0,0,0,0,0,1,0,-4,2,0,2
4259,"Who do u like","who do u like","0",0,0,0,13,1,1,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
4260,"who do u like???r r r cough justin??? cough","who do u liker r r cough justin cough","0",0,0,0,43,0.777777777777778,0,6,0,7,9,0,0,0,1,0,0,0,0,0,1,0,0,1,1,3
4261,"Who do you hate the most?","who do you hate the most","0",0,0,0,25,1,1,1,0,6,6,0,1,0,1,1,0,1,0,0,1,0,-3,1,0,0
4262,"who do you like?","who do you like","0",0,0,0,16,1,0,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
4263,"Who do you like?","who do you like","0",0,0,0,16,1,1,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
4264,"Who do you lyk?","who do you lyk","0",0,0,0,15,1,1,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4265,"who do you remember from idaho","who do you remember from idaho","0",0,0,0,30,1,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
4266,"Who do you think should be the next president of the United States?","who do you think should be the next president of the united states","0",0,0,0,67,0.923076923076923,3,1,0,12,13,0,0,0,0,0,0,0,0,2,0,2,1,1,1,1
4267,"who doesnt miss me lol (; VVV ewwwe my innocent mind","who doesnt miss me lol e e my innocent mind","0",0,0,0,52,1,1,2,0,9,10,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
4268,"who du u like","who du u like","0",0,0,0,13,1,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
4269,"who inspires you the most?","who inspires you the most","0",0,0,0,26,1,0,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
4270,"WHO IS FRIENDS WITH THE OLD LADIE AT THE BUS STOP LOL","who is friends with the old ladie at the bus stop lol","0",0,0,0,53,0.916666666666667,12,0,0,11,12,0,0,0,0,0,0,0,0,0,0,0,2,1,1,3
4271,"WHO IS NOVA????","who is nova","0",0,0,0,15,1,3,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4272,"Who is the bestestt ? lol","who is the bestestt lol","0",0,0,0,25,1,1,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1
4273,"Who is the biggest gossiper you know?","who is the biggest gossiper you know","0",0,0,0,37,1,1,1,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
4274,"who is the love of your life?","who is the love of your life","0",0,0,0,29,1,0,1,0,7,7,0,0,0,0,0,1,0,0,0,0,1,3,0,0,2
4275,"Who is the most annoying celebrity?","who is the most annoying celebrity","0",0,0,0,35,1,1,1,0,6,6,0,2,1,1,0,1,0,1,1,2,1,-2,0,1,1
4276,"who is the top 10 prettyest people you know?","who is the top prettyest people you know","0",0,0,0,44,1,0,1,0,8,8,1,0,1,0,0,0,0,0,1,0,1,2,1,2,1
4277,"Who is the wind beneath your wings?","who is the wind beneath your wings","0",0,0,0,35,1,1,1,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4278,"who is this dumpster baby","who is this dumpster baby","0",0,0,0,25,1,0,0,0,5,5,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
4279,"Who is ur lover???","who is ur lover","0",0,0,0,18,1,1,3,0,4,4,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
4280,"who is your bestfriend???","who is your bestfriend","0",0,0,0,25,1,0,3,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4281,"Who is your favorite comedian?","who is your favorite comedian","0",0,0,0,30,1,1,1,0,5,5,0,0,0,0,0,1,0,0,1,0,1,2,0,1,1
4282,"Who is your favorite member of Short Stack?","who is your favorite member of short stack","0",0,0,0,43,1,3,1,0,8,8,0,0,0,0,0,1,0,0,1,0,1,2,0,2,2
4283,"Who is your idol?","who is your idol","0",0,0,0,17,1,1,1,0,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
4284,"Who pays your phone bill? :]","who pays your phone bill","0",0,0,0,28,1,1,3,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
4285,"who tha fuck is &quot;Krista&quot; r this is not &quot;Krista&quot;","who tha fuck is quotkristaquot r this is not quotkristaquot","1",0,0,0,67,0.8,2,8,1,8,10,0,0,0,0,0,0,0,0,0,0,0,-4,2,0,1
4286,"Who was the best teacher you&;ve ever had?","who was the best teacher youve ever had","0",0,0,0,42,1,1,3,0,8,8,0,0,0,0,0,0,0,0,1,0,1,3,1,1,1
4287,"Who was the last person to call you?","who was the last person to call you","0",0,0,0,36,1,1,1,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
4288,"Who was the last person to make you laugh the hardest?","who was the last person to make you laugh the hardest","0",0,0,0,54,0.909090909090909,1,1,0,10,11,0,0,0,0,0,1,0,1,0,0,1,1,2,2,1
4289,"Who was the last person you hugged?","who was the last person you hugged","0",0,0,0,35,1,1,1,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
4290,"who was ur first kiss","who was ur first kiss","0",0,0,0,21,1,0,0,0,5,5,0,0,1,0,0,1,0,1,0,0,1,2,0,1,1
4291,"Who was your first celebrity crush?","who was your first celebrity crush","0",0,0,0,35,1,1,1,0,6,6,0,1,1,1,0,1,0,1,1,1,1,-1,0,1,2
4292,"who wass yhur valentinee ??","who wass yhur valentinee","0",0,0,0,27,1,0,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
4293,"Who would make a better spy...a woman or a man?","who would make a better spya woman or a man","0",0,0,0,47,0.9,1,4,0,9,10,0,0,0,0,0,0,0,0,0,0,0,2,1,1,3
4294,"who&;s &quot;jokes&quot;","whos quotjokesquot","0",0,0,0,24,1,0,6,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
4295,"Who&;s small minded and snobby in texas and what made you so mad?","whos small minded and snobby in texas and what made you so mad","0",0,0,0,65,0.923076923076923,1,3,0,12,13,0,1,0,1,1,0,1,0,0,2,0,-3,1,4,2
4296,"Who&;s the best ninja you know","whos the best ninja you know","0",0,0,0,30,1,1,2,0,6,6,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1
4297,"Who&;s the coolest person you know?","whos the coolest person you know","0",0,0,0,35,1,1,3,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
4298,"Who&;s the most beautiful person you know?","whos the most beautiful person you know","0",0,0,0,42,1,1,3,0,7,7,0,0,0,0,0,1,0,0,0,0,1,3,2,1,1
4299,"Who&;s the most famous person you&;ve met?","whos the most famous person youve met","0",0,0,0,42,1,1,5,0,7,7,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1
4300,"Who&;s the most overrated actor?","whos the most overrated actor","0",0,0,0,32,1,1,3,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
4301,"Who&;s the most overrated athlete?","whos the most overrated athlete","0",0,0,0,34,1,1,3,0,5,5,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
4302,"Who&;s the most talented person you know?","whos the most talented person you know","0",0,0,0,41,1,1,3,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
4303,"Who&;s the sexiest man alive?","whos the sexiest man alive","0",0,0,0,29,1,1,3,0,5,5,0,0,1,0,0,1,0,0,1,0,1,1,1,1,2
4304,"who&;s your best guy and girl friend","whos your best guy and girl friend","0",0,0,0,36,1,0,2,0,7,7,0,0,0,0,0,1,0,0,1,0,1,3,1,1,3
4305,"Who&;s your favorite superhero?","whos your favorite superhero","0",0,0,0,31,1,1,3,0,4,4,0,0,0,0,0,1,0,0,1,0,1,2,1,1,1
4306,"Whom do you most look like in your family?","whom do you most look like in your family","0",0,0,0,42,1,1,1,0,9,9,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
4307,"WHORE","whore","1",0,0,0,5,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,-4,0,0,0
4308,"WHORE!","whore","1",0,0,0,6,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,-4,0,0,0
4309,"Whos A Brunette But Acts Like A Blonde All The Tyme(:?","whos a brunette but acts like a blonde all the tyme","0",0,0,0,54,0.909090909090909,11,3,0,10,11,0,0,0,0,0,0,0,0,0,0,0,2,2,0,3
4310,"whos that lady in the b","whos that lady in the b","0",0,0,0,23,1,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
4311,"Whos the best person to talk to online?:","whos the best person to talk to online","0",0,0,0,40,0.875,1,2,0,7,8,0,0,0,0,0,0,0,0,0,0,1,3,2,1,1
4312,"WHOS UR BESTFIEND?","whos ur bestfiend","0",0,0,0,18,1,3,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
4313,"whre do u wanna go 2 college","whre do u wanna go college","0",0,0,0,28,1,0,0,0,6,6,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1
4314,"WHUUT HAPPENEDD??","whuut happenedd","0",0,0,0,17,1,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4315,"whuut youu up 2to ? follow me on dis shxt :)","whuut youu up to follow me on dis shxt","0",0,0,0,44,1,0,3,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
4316,"whwhwhwhoa just slow down. huh!? what do you mean they blew up the death star? f*****ck! F*ck! F*ck! F*ck! F*ck! F*ck! whos they? what the hell is an aluminum falcon","whwhwhwhoa just slow down huh what do you mean they blew up the death star fck fck fck fck fck fck whos they what the hell is an aluminum falcon","0",0,0,0,165,0.8,5,21,1,22,30,0,2,2,2,2,1,2,1,1,2,1,-6,4,0,5
4317,"Why are people being so hateful?","why are people being so hateful","0",0,0,0,32,1,1,1,0,6,6,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1
4318,"Why are people so mean about prostitues?(No I don;t support their life style.) I mean most of them are scared to die if they do not do what they are told.","why are people so mean about prostituesno i dont support their life style i mean most of them are scared to die if they do not do what they are told","0",0,0,0,154,0.806451612903226,4,6,0,25,31,0,0,0,0,1,0,1,0,0,1,0,-3,7,1,4
